lsoa21cd,IMD19
E01022335,24263.0
E01022336,22985.0
E01022338,17806.0
E01022339,31070.0
E01022340,26837.0
E01022341,19527.0
E01022342,29186.0
E01022343,17576.0
E01022344,14347.0
E01022345,22101.0
E01022346,2801.0
E01022350,31500.0
E01022351,16677.0
E01022352,26809.0
E01022353,27195.0
E01022354,30711.0
E01022355,23747.0
E01022356,25946.0
E01022357,26825.0
E01022358,12126.0
E01022359,29467.0
E01022360,30983.0
E01022361,15242.0
E01022362,27225.0
E01022363,26908.0
E01022364,7812.0
E01022366,32746.0
E01022367,32166.0
E01022368,30406.0
E01022369,27148.0
E01022370,29997.0
E01022371,27749.0
E01022372,26879.0
E01022373,21514.0
E01022374,19556.0
E01022375,9368.0
E01022376,22721.0
E01022377,16307.0
E01022378,28483.0
E01022379,18609.0
E01022381,29208.0
E01022382,31042.0
E01022383,15382.0
E01022384,27018.0
E01022385,26029.0
E01022386,29999.0
E01022387,25051.0
E01022388,19416.0
E01022389,29798.0
E01022390,29192.0
E01022391,21708.0
E01022392,20865.0
E01022393,29138.0
E01022394,27857.0
E01022395,32160.0
E01022396,27296.0
E01022397,22719.0
E01022398,21211.0
E01022399,12028.0
E01022400,18648.0
E01022401,20634.0
E01022402,23100.0
E01022403,8511.0
E01022404,26382.0
E01022405,19820.0
E01022406,31466.0
E01022407,21970.0
E01022408,25145.0
E01022409,22613.0
E01022410,17775.0
E01022411,23563.0
E01022413,23379.0
E01022414,20336.0
E01022415,31075.0
E01022416,21140.0
E01022417,32184.0
E01022418,29592.0
E01022421,13002.0
E01022423,23915.0
E01022424,10369.0
E01022425,30177.0
E01022426,32175.0
E01022427,29918.0
E01022428,13651.0
E01022429,26772.0
E01022430,31802.0
E01022431,29266.0
E01022432,26461.0
E01022433,32390.0
E01022434,28916.0
E01022437,24146.0
E01022438,32519.0
E01022439,30802.0
E01022440,14979.0
E01022441,14522.0
E01022442,17168.0
E01022443,28324.0
E01022444,19289.0
E01022445,20229.0
E01022447,26048.0
E01022448,14175.0
E01022449,22167.0
E01022450,11556.0
E01022451,23199.0
E01022452,25133.0
E01022453,26656.0
E01022454,18412.0
E01022455,29523.0
E01022456,25366.0
E01022457,6963.0
E01022458,4199.0
E01022459,15638.0
E01022460,20126.0
E01022461,30106.0
E01022462,25930.0
E01022463,23853.0
E01022464,17516.0
E01022465,30019.0
E01022466,29195.0
E01022983,25238.0
E01022993,9684.0
E01022994,31052.0
E01022996,13619.0
E01023012,21443.0
E01023021,29818.0
E01023022,17425.0
E01023025,18801.0
E01023026,14118.0
E01023055,4926.0
E01023063,14949.0
E01023066,24495.0
E01023070,16788.0
E01023071,20704.0
E01023159,20082.0
E01023162,17643.0
E01023165,20948.0
E01023195,24711.0
E01023196,19664.0
E01023197,26720.0
E01028713,20797.0
E01028745,32733.0
E01028746,31204.0
E01028747,28987.0
E01028748,28160.0
E01028767,25924.0
E01028776,20441.0
E01029018,20836.0
E01029019,22120.0
E01029020,17294.0
E01029021,18976.0
E01029022,27701.0
E01029023,20149.0
E01029024,28359.0
E01029025,12633.0
E01029027,22531.0
E01029028,22078.0
E01029029,10132.0
E01029030,30228.0
E01029031,26493.0
E01029032,25374.0
E01029033,24940.0
E01029034,24880.0
E01029036,10564.0
E01029037,11348.0
E01029038,11757.0
E01029039,18737.0
E01029040,16465.0
E01029041,11822.0
E01029042,4252.0
E01029043,16470.0
E01029044,12100.0
E01029045,16882.0
E01029046,3233.0
E01029047,14845.0
E01029050,13103.0
E01029051,16348.0
E01029052,17480.0
E01029053,14474.0
E01029054,15777.0
E01029055,21797.0
E01029056,20696.0
E01029057,18875.0
E01029058,16390.0
E01029059,17003.0
E01029060,18280.0
E01029062,9046.0
E01029063,22417.0
E01029064,19773.0
E01029065,28294.0
E01029066,14683.0
E01029067,13354.0
E01029068,14759.0
E01029070,20798.0
E01029071,14362.0
E01029072,9460.0
E01029073,16028.0
E01029074,30860.0
E01029075,12578.0
E01029076,27490.0
E01029077,16758.0
E01029078,19787.0
E01029079,10764.0
E01029080,19038.0
E01029081,13597.0
E01029082,30250.0
E01029083,31364.0
E01029084,18428.0
E01029085,21868.0
E01029086,22174.0
E01029089,21158.0
E01029091,16436.0
E01029092,22441.0
E01029093,6806.0
E01029094,14565.0
E01029095,5001.0
E01029096,7002.0
E01029097,5555.0
E01029098,3428.0
E01029099,3598.0
E01029100,2820.0
E01029101,13581.0
E01029102,12692.0
E01029103,27729.0
E01029104,30506.0
E01029105,3394.0
E01029106,1246.0
E01029107,3224.0
E01029108,14598.0
E01029109,3850.0
E01029110,6288.0
E01029111,10012.0
E01029112,4643.0
E01029113,23855.0
E01029114,24004.0
E01029115,29812.0
E01029116,10670.0
E01029117,7058.0
E01029118,18896.0
E01029119,11013.0
E01029120,18278.0
E01029121,16338.0
E01029122,23656.0
E01029123,14318.0
E01029124,22241.0
E01029125,15186.0
E01029126,24252.0
E01029127,20770.0
E01029128,30795.0
E01029129,25192.0
E01029130,15810.0
E01029131,4407.0
E01029132,1133.0
E01029133,16433.0
E01029134,9859.0
E01029135,18390.0
E01029136,11246.0
E01029137,13078.0
E01029138,20916.0
E01029139,17448.0
E01029142,23721.0
E01029143,14024.0
E01029144,15026.0
E01029145,24393.0
E01029147,22983.0
E01029148,25333.0
E01029149,19143.0
E01029150,20743.0
E01029151,19948.0
E01029152,11111.0
E01029153,16379.0
E01029154,13875.0
E01029155,21832.0
E01029156,16546.0
E01029157,18860.0
E01029158,22796.0
E01029159,29219.0
E01029161,17988.0
E01029162,21308.0
E01029163,14659.0
E01029164,20176.0
E01029165,14702.0
E01029166,20139.0
E01029167,16108.0
E01029168,30541.0
E01029169,18488.0
E01029170,9042.0
E01029171,10538.0
E01029172,29797.0
E01029173,14819.0
E01029174,12766.0
E01029175,8248.0
E01029176,24506.0
E01029177,5092.0
E01029178,16911.0
E01029179,10056.0
E01029180,15500.0
E01029181,20185.0
E01029182,26023.0
E01029183,13678.0
E01029184,23896.0
E01029185,14011.0
E01029186,9383.0
E01029187,9776.0
E01029188,24761.0
E01029189,17398.0
E01029190,25401.0
E01029191,17263.0
E01029192,22400.0
E01029193,13594.0
E01029194,26193.0
E01029195,16532.0
E01029196,12790.0
E01029197,13240.0
E01029198,27496.0
E01029199,18785.0
E01029200,11128.0
E01029201,23166.0
E01029202,10461.0
E01029203,23832.0
E01029204,23255.0
E01029205,27404.0
E01029206,23007.0
E01029207,28688.0
E01029208,14931.0
E01029209,24908.0
E01029210,23643.0
E01029211,17995.0
E01029212,21681.0
E01029213,15581.0
E01029214,19589.0
E01029215,15567.0
E01029216,22143.0
E01029217,16731.0
E01029218,17282.0
E01029219,17493.0
E01029220,23130.0
E01029221,16157.0
E01029222,15742.0
E01029223,20433.0
E01029224,19082.0
E01029225,22829.0
E01029226,15371.0
E01029227,20163.0
E01029228,19167.0
E01029229,14686.0
E01029230,11981.0
E01029231,14813.0
E01029232,12532.0
E01029233,7929.0
E01029235,12359.0
E01029236,3703.0
E01029237,5651.0
E01029238,12489.0
E01029239,4833.0
E01029240,16475.0
E01029241,12366.0
E01029242,26052.0
E01029243,20716.0
E01029244,32046.0
E01029245,22008.0
E01029246,22147.0
E01029247,2923.0
E01029248,7522.0
E01029249,9912.0
E01029250,20099.0
E01029251,22178.0
E01029252,27699.0
E01029254,30936.0
E01029255,14961.0
E01029256,23320.0
E01029257,14444.0
E01029258,26934.0
E01029259,15132.0
E01029260,29095.0
E01029261,16366.0
E01029262,20626.0
E01029263,28606.0
E01029264,28575.0
E01029265,30225.0
E01029266,19993.0
E01029267,18393.0
E01029268,15415.0
E01029269,18481.0
E01029270,17682.0
E01029271,17700.0
E01029273,26962.0
E01029274,23567.0
E01029275,17839.0
E01029276,22604.0
E01029277,21156.0
E01029278,21187.0
E01029279,14736.0
E01029280,7735.0
E01029281,11503.0
E01029282,24656.0
E01029283,13807.0
E01029284,5754.0
E01029285,17023.0
E01029286,10302.0
E01029287,16288.0
E01029288,18758.0
E01029289,15724.0
E01029290,18047.0
E01029291,5809.0
E01029292,1504.0
E01029293,1344.0
E01029294,24813.0
E01029295,29757.0
E01029296,27127.0
E01029297,2086.0
E01029298,10565.0
E01029299,6868.0
E01029300,17556.0
E01029301,15552.0
E01029302,30879.0
E01029303,31033.0
E01029304,5559.0
E01029305,15728.0
E01029306,16167.0
E01029307,5246.0
E01029308,30876.0
E01029310,27240.0
E01029311,5715.0
E01029312,22691.0
E01029313,14357.0
E01029315,29355.0
E01029316,18967.0
E01029317,16474.0
E01029319,23209.0
E01029320,16639.0
E01029321,18247.0
E01029322,15208.0
E01029324,14278.0
E01029325,9081.0
E01029326,9483.0
E01029327,12427.0
E01029328,9685.0
E01029329,13121.0
E01029330,15254.0
E01029331,17547.0
E01029333,6884.0
E01029334,10073.0
E01029335,10163.0
E01029336,13027.0
E01029337,9915.0
E01029338,9267.0
E01029339,8352.0
E01029341,8349.0
E01029342,12279.0
E01029343,11690.0
E01031245,24112.0
E01031841,27369.0
E01031842,19979.0
E01031843,23971.0
E01031845,16414.0
E01031846,17109.0
E01031847,27623.0
E01031848,18624.0
E01031849,19382.0
E01031850,21563.0
E01031851,10052.0
E01031852,23352.0
E01031853,16800.0
E01031854,8441.0
E01031855,31063.0
E01031856,9314.0
E01031857,22228.0
E01031858,29303.0
E01031859,10860.0
E01031860,14070.0
E01031861,25886.0
E01031862,12338.0
E01031863,28212.0
E01031864,31933.0
E01031865,24830.0
E01031866,19209.0
E01031867,19602.0
E01031868,20895.0
E01031869,14520.0
E01031870,27832.0
E01031871,17094.0
E01031872,21773.0
E01031873,24038.0
E01031874,31344.0
E01031876,16602.0
E01031877,18924.0
E01031879,29171.0
E01031882,21790.0
E01031883,26584.0
E01031884,18455.0
E01031885,25323.0
E01031886,28563.0
E01031887,26678.0
E01031888,28030.0
E01031889,13364.0
E01031890,27803.0
E01031892,24266.0
E01031893,17140.0
E01031894,22018.0
E01031895,11530.0
E01031896,6911.0
E01031897,23793.0
E01031898,15911.0
E01031901,12772.0
E01031902,19418.0
E01031903,30762.0
E01031904,25398.0
E01031905,31682.0
E01031906,28568.0
E01031907,32418.0
E01031908,16382.0
E01031909,27965.0
E01031910,24842.0
E01031911,8510.0
E01031912,9636.0
E01031913,30018.0
E01031914,7719.0
E01031915,31062.0
E01031916,15948.0
E01031917,12502.0
E01031918,26264.0
E01031919,31219.0
E01031920,27262.0
E01031921,31703.0
E01031922,27200.0
E01031923,31744.0
E01031924,30283.0
E01031925,15293.0
E01031926,18213.0
E01031927,30842.0
E01031928,3405.0
E01031929,29897.0
E01031930,28061.0
E01031931,26285.0
E01031932,23661.0
E01031933,14238.0
E01031934,30758.0
E01031935,27435.0
E01031936,14585.0
E01031937,13913.0
E01031938,21300.0
E01031939,26747.0
E01031940,24522.0
E01031941,25848.0
E01031942,18501.0
E01031944,20290.0
E01031946,26364.0
E01031947,14047.0
E01031948,30449.0
E01031949,30562.0
E01031950,17841.0
E01031951,20912.0
E01031952,15627.0
E01031955,28951.0
E01031956,9107.0
E01031957,23671.0
E01031958,27548.0
E01031959,27198.0
E01031960,23498.0
E01031961,19991.0
E01031962,30032.0
E01031963,8295.0
E01031964,23887.0
E01031965,25081.0
E01031966,29792.0
E01031967,17351.0
E01031968,28614.0
E01031969,31156.0
E01031970,31402.0
E01031971,17284.0
E01031972,30260.0
E01031973,27997.0
E01031974,22140.0
E01031975,9450.0
E01031976,22254.0
E01031978,22702.0
E01031979,22131.0
E01031980,10442.0
E01031981,6324.0
E01031982,15983.0
E01031983,6328.0
E01031984,32233.0
E01031985,17174.0
E01031986,11103.0
E01031988,29161.0
E01031989,17799.0
E01031990,15821.0
E01031991,14482.0
E01031992,29258.0
E01031993,22309.0
E01031994,28788.0
E01031995,27264.0
E01031996,17620.0
E01031997,31109.0
E01031999,28734.0
E01032000,18878.0
E01032001,23434.0
E01032002,21921.0
E01032003,20591.0
E01032004,15668.0
E01032005,28009.0
E01032006,30247.0
E01032007,20342.0
E01032008,12958.0
E01032009,30217.0
E01032010,15092.0
E01032012,29359.0
E01032013,12416.0
E01032014,10909.0
E01032015,20245.0
E01032016,21846.0
E01032017,31696.0
E01032018,29828.0
E01032019,12970.0
E01032020,28010.0
E01032021,25513.0
E01032022,15295.0
E01032023,6535.0
E01032024,22452.0
E01032025,19439.0
E01032026,28818.0
E01032027,16566.0
E01032029,19898.0
E01032030,18147.0
E01032031,19137.0
E01032032,30725.0
E01032033,25757.0
E01032034,28782.0
E01032035,29559.0
E01032036,11672.0
E01032037,17097.0
E01032038,24627.0
E01032039,21755.0
E01032040,11305.0
E01032041,25293.0
E01032042,24941.0
E01032043,25463.0
E01032044,27486.0
E01032045,30013.0
E01032046,24600.0
E01032047,28694.0
E01032048,15210.0
E01032049,25180.0
E01032051,17050.0
E01032052,28632.0
E01032053,25699.0
E01032054,13890.0
E01032055,30195.0
E01032056,14737.0
E01032057,25807.0
E01032058,26276.0
E01032059,24715.0
E01032060,27494.0
E01032061,30067.0
E01032062,4988.0
E01032063,15460.0
E01032064,6087.0
E01032065,16313.0
E01032066,14018.0
E01032067,23104.0
E01032068,15916.0
E01032069,28037.0
E01032070,14507.0
E01032072,29462.0
E01032073,18812.0
E01032074,23518.0
E01032075,18849.0
E01032076,18259.0
E01032077,22902.0
E01032078,20987.0
E01032079,20268.0
E01032080,31121.0
E01032081,16296.0
E01032082,17264.0
E01032083,17962.0
E01032085,19161.0
E01032087,11882.0
E01032088,23845.0
E01032089,15432.0
E01032090,14432.0
E01032091,18845.0
E01032092,28587.0
E01032093,5742.0
E01032094,9938.0
E01032095,24864.0
E01032096,2484.0
E01032097,31333.0
E01032098,20008.0
E01032100,22976.0
E01032101,11175.0
E01032102,26571.0
E01032103,17347.0
E01032104,10346.0
E01032105,28952.0
E01032106,28539.0
E01032107,26286.0
E01032108,24078.0
E01032109,18304.0
E01032110,21976.0
E01032111,15222.0
E01032112,26240.0
E01032113,12670.0
E01032114,17281.0
E01032115,10628.0
E01032117,18550.0
E01032118,6761.0
E01032119,19390.0
E01032121,22915.0
E01032341,28111.0
E01032347,29301.0
E01032348,31283.0
E01032350,19706.0
E01032352,20544.0
E01032353,17214.0
E01032372,16805.0
E01032374,17220.0
E01032390,19778.0
E01032413,28887.0
E01032514,182.0
E01032515,1665.0
E01032516,14374.0
E01032517,6292.0
E01032518,1660.0
E01032519,17770.0
E01032627,9271.0
E01032628,20064.0
E01032631,19204.0
E01032632,19326.0
E01032633,10217.0
E01032634,29800.0
E01032635,7482.0
E01032636,18357.0
E01032643,23347.0
E01032644,11222.0
E01032645,10392.0
E01032651,27215.0
E01032652,17466.0
E01032657,14499.0
E01032658,3793.0
E01032659,5194.0
E01032660,16257.0
E01032661,19394.0
E01032662,4960.0
E01032666,18888.0
E01032667,21221.0
E01032668,22509.0
E01032669,21204.0
E01032670,16666.0
E01032671,19518.0
E01032672,25803.0
E01032673,10701.0
E01032675,32428.0
E01032676,31642.0
E01032677,18553.0
E01032678,32697.0
E01032679,23523.0
E01032680,22150.0
E01032681,26103.0
E01032682,25736.0
E01032688,25933.0
E01032689,26092.0
E01032690,25348.0
E01032691,19640.0
E01032692,18382.0
E01032693,24182.0
E01032694,24542.0
E01032695,26676.0
E01032696,21304.0
E01032697,16520.0
E01032699,25572.0
E01032700,32072.0
E01032701,25819.0
E01032702,27186.0
E01032703,29286.0
E01032704,25274.0
E01032705,23702.0
E01032706,29036.0
E01032707,30151.0
E01032708,21196.0
E01032709,25283.0
E01032710,28892.0
E01032711,28424.0
E01032712,26719.0
E01032713,28472.0
E01032714,10472.0
E01032715,11600.0
E01032716,17530.0
E01032932,5109.0
E01032933,19164.0
E01032935,17155.0
E01032937,1579.0
E01032938,24545.0
E01032939,28820.0
E01032940,31122.0
E01033078,28395.0
E01033079,22711.0
E01033080,18210.0
E01033156,27806.0
E01033158,27612.0
E01033200,6203.0
E01033232,24668.0
E01033234,26869.0
E01033235,28099.0
E01033236,29118.0
E01033241,11313.0
E01033242,8518.0
E01033283,17949.0
E01033285,11627.0
E01033286,20471.0
E01033288,18681.0
E01033289,14501.0
E01033291,13005.0
E01033292,4945.0
E01033294,20514.0
E01033334,32140.0
E01033336,32394.0
E01033338,19172.0
E01033339,14459.0
E01033342,12787.0
E01033344,10883.0
E01033347,5434.0
E01033348,3323.0
E01033350,15252.0
E01033352,7966.0
E01033353,5406.0
E01033356,2023.0
E01033358,1501.0
E01033359,3472.0
E01033361,4598.0
E01033362,10340.0
E01033364,13349.0
E01033366,2559.0
E01033367,1223.0
E01033369,1657.0
E01033370,1195.0
E01033840,27871.666666666668
E01033841,28465.666666666668
E01033842,25819.0
E01033843,22905.0
E01033844,28465.666666666668
E01033845,13508.666666666666
E01033846,13521.666666666666
E01033847,19797.333333333332
E01033848,24898.333333333332
E01033849,19795.333333333332
E01033850,20381.0
E01033860,11222.333333333334
E01033861,21096.0
E01033902,6462.666666666667
E01033903,3357.6666666666665
E01033904,18759.0
E01033905,17320.333333333332
E01033906,15286.333333333334
E01033907,6574.0
E01033908,8288.333333333334
E01033909,15286.333333333334
E01033910,3088.3333333333335
E01034157,22730.0
E01034158,23230.333333333332
E01034159,2892.0
E01034160,2213.0
E01034161,3067.6666666666665
E01034162,1004.3333333333334
E01034165,18828.666666666668
E01034166,17316.666666666668
E01034167,20189.666666666668
E01034168,20189.666666666668
E01034169,12286.0
E01034170,2836.0
E01034171,10998.333333333334
E01034172,17385.666666666668
E01034271,6313.0
E01034272,13091.0
E01034273,12500.0
E01034274,8825.333333333334
E01034275,3708.6666666666665
E01034276,5803.0
E01034277,11458.0
E01034278,11157.0
E01034279,24434.666666666668
E01034280,25904.666666666668
E01034281,19308.333333333332
E01034282,13615.0
E01034283,16288.333333333334
E01034284,5900.666666666667
E01034372,28487.333333333332
E01034373,18197.333333333332
E01034374,19094.0
E01034375,19094.0
E01034376,24201.333333333332
E01034377,24201.333333333332
E01034378,19014.333333333332
E01034379,18525.333333333332
E01034380,21232.666666666668
E01034381,18804.0
E01034382,19999.333333333332
E01034520,26090.333333333332
E01034521,29341.666666666668
E01034522,26227.666666666668
E01034523,24652.0
E01034524,15538.333333333334
E01034525,16815.0
E01034526,17550.666666666668
E01034527,17087.666666666668
E01034528,16139.0
E01034529,18782.666666666668
E01034530,23839.0
E01034531,23274.333333333332
E01034532,26158.0
E01034533,20792.0
E01034534,12181.666666666666
E01034535,21757.333333333332
E01034536,26889.333333333332
E01034537,26889.333333333332
E01034538,21375.666666666668
E01034539,16665.666666666668
E01034540,22367.0
E01034541,19337.333333333332
E01034542,24056.333333333332
E01034543,22828.333333333332
E01034544,18135.333333333332
E01034545,18135.333333333332
E01034546,18135.333333333332
E01034547,26411.666666666668
E01034548,26411.666666666668
E01034549,26411.666666666668
E01034550,25039.0
E01034551,12259.666666666666
E01034552,11979.666666666666
E01034553,13816.666666666666
E01034554,18850.333333333332
E01034555,18033.333333333332
E01034556,18850.333333333332
E01034557,24137.0
E01034558,24137.0
E01034618,18546.333333333332
E01034619,19662.0
E01034620,24512.0
E01034621,24512.0
E01034622,21424.0
E01034623,27690.333333333332
E01034624,23365.666666666668
E01034625,25437.0
E01034626,24915.0
E01034627,24915.0
E01034628,30363.666666666668
E01034629,16292.0
E01034630,13272.666666666666
E01034631,14320.333333333334
E01034632,17858.666666666668
E01034633,25332.333333333332
E01034634,22395.666666666668
E01034635,23130.333333333332
E01034636,14780.666666666666
E01034637,10791.666666666666
E01034638,16787.333333333332
E01034639,16787.333333333332
E01034640,14778.666666666666
E01034641,20957.0
E01034642,12005.333333333334
E01034643,15603.333333333334
E01034777,10480.666666666666
E01034778,15106.0
E01034779,14128.666666666666
E01034780,20148.666666666668
E01034781,19466.0
E01034782,19466.0
E01034783,25687.333333333332
E01034784,25687.333333333332
E01034785,24779.333333333332
E01034786,24779.333333333332
E01034787,22421.0
E01034788,24513.666666666668
E01034789,25169.666666666668
E01034790,25169.666666666668
E01034791,11147.333333333334
E01034792,3870.6666666666665
E01034793,3605.3333333333335
E01034794,9722.0
E01034795,19991.0
E01034796,19991.0
E01034797,18526.333333333332
E01034798,19991.0
E01034799,26893.333333333332
E01034800,19800.0
E01034801,9505.666666666666
E01034802,18526.333333333332
E01034803,18763.333333333332
E01034804,27860.0
E01034805,24164.333333333332
E01034806,15762.0
E01034807,25148.666666666668
E01034808,27998.666666666668
E01034809,22973.0
E01034810,15762.0
E01034811,31903.666666666668
E01034812,31903.666666666668
E01034813,31903.666666666668
E01034814,31903.666666666668
E01034815,31903.666666666668
E01034847,10582.666666666666
E01034848,10582.666666666666
E01034849,3914.6666666666665
E01034850,7905.333333333333
E01034851,13010.0
E01034852,10417.333333333334
E01034853,15636.333333333334
E01034854,15716.0
E01034855,21165.666666666668
E01034856,13306.333333333334
E01034857,14173.0
E01034858,9104.0
E01034859,13924.333333333334
E01034860,13690.0
E01034862,19182.0
E01034863,20018.0
E01034864,20608.666666666668
E01034865,20194.333333333332
E01034866,6549.666666666667
E01034867,3464.6666666666665
E01034868,13469.0
E01034869,17800.666666666668
E01035034,23507.0
E01035107,18583.666666666668
E01035108,20638.333333333332
E01035109,14466.333333333334
E01035110,15729.666666666666
E01035111,10817.666666666666
E01035112,22328.666666666668
E01035113,13256.0
E01035114,9096.0
E01035115,15227.666666666666
E01035116,10795.666666666666
E01035117,7578.0
E01035118,7318.666666666667
E01035119,7318.666666666667
E01035120,14433.333333333334
E01035121,7281.0
E01035122,7281.0
E01035123,18085.666666666668
E01035124,22838.333333333332
E01035125,10726.0
E01035126,15204.666666666666
E01035127,18470.333333333332
E01035128,22334.333333333332
E01035129,17307.333333333332
E01035130,17307.333333333332
E01035131,18671.666666666668
E01035132,23671.0
E01035205,13373.0
E01035206,13373.0
E01035207,25703.333333333332
E01035208,26411.666666666668
E01035209,17147.0
E01035210,23653.666666666668
E01035211,27892.666666666668
E01035212,30246.333333333332
E01035213,18659.0
E01035214,22410.0
E01035215,14466.666666666666
E01035216,15848.0
E01035217,24997.333333333332
E01035218,29569.0
E01035219,20466.333333333332
E01035220,24643.666666666668
E01035221,32042.333333333332
E01035222,21469.666666666668
E01035223,13761.0
E01035224,13761.0
E01035225,13761.0
E01035226,16894.333333333332
E01035227,24072.666666666668
E01035228,16229.0
E01035229,13219.666666666666
E01035230,16609.333333333332
E01035231,12993.666666666666
E01035232,30944.0
E01035233,29527.0
W01001595,10769.333333333334
W01001599,18338.333333333332
